,Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,IBR Code,Neighborhood,NPU,Latitude,Longitude
16385,91572056,2009-06-06,2009-06-06,2100,2009-06-06,2130.0,413.0,,,COLORADO TRL SW / TUCSON TRL SW,Evening Watch,20,ROBBERY-RESIDENCE,1207,Arlington Estates,P,33.69171,-84.53543999999998
16386,91571043,2009-06-06,2009-06-06,1220,2009-06-06,1235.0,509.0,,,477 PEACHTREE ST NE,Unknown,13,AGG ASSAULT,1315,Downtown,M,33.76764,-84.38523999999998
16387,91571792,2009-06-06,2009-06-06,1920,2009-06-06,1925.0,308.0,,339,930 NEW TOWN CIR SE,Evening Watch,26,AGG ASSAULT,1315,Thomasville Heights,Z,33.7084,-84.35933
16388,91571609,2009-06-06,2009-06-05,1000,2009-06-06,100.0,505.0,,,893 PEACHTREE ST NE,Evening Watch,3,AGG ASSAULT,1399,Midtown,E,33.77901,-84.38402999999998
16389,91570346,2009-06-06,2009-06-05,0311,2009-06-05,311.0,304.0,,,1192 PRYOR DR,Morning Watch,18,AGG ASSAULT,1315K,Peoplestown,V,33.72195,-84.39335
16390,91570392,2009-06-06,2009-06-06,0330,2009-06-06,340.0,306.0,,,828 BRIDGEWATER ST SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Sylvan Hills,X,33.70262,-84.41552
16391,91570430,2009-06-06,2009-06-05,2330,2009-06-06,400.0,606.0,,,383 CHASTAIN ST SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.74412,-84.36401999999998
16392,91570527,2009-06-06,2009-06-05,1845,2009-06-06,530.0,506.0,,,470 ENGLISH AVE NW,Morning Watch,20,BURGLARY-RESIDENCE,2202,English Avenue,L,33.76746,-84.41372
16393,91570682,2009-06-06,2009-06-04,1700,2009-06-05,1000.0,202.0,,,1236 EAST BEECHWOOD DRIVE,Day Watch,20,BURGLARY-RESIDENCE,2202,Randall Mill,A,33.85383,-84.42926
16394,91570695,2009-06-06,2009-06-05,2145,2009-06-05,2300.0,103.0,,,1823 WILLIAMS PL NW,Day Watch,20,BURGLARY-RESIDENCE,2202,Hills Park,D,33.80511,-84.44809999999998
16395,91570894,2009-06-06,2009-06-06,0400,2009-06-06,1000.0,414.0,,S301,3390 FAIRBURN RD SW,Day Watch,26,BURGLARY-RESIDENCE,2202,Ben Hill,P,33.6639,-84.52377
16396,91571106,2009-06-06,2009-06-06,0930,2009-06-06,1300.0,112.0,,,3042 W PEEK RD NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Collier Heights,I,33.77309,-84.48607
16397,91571127,2009-06-06,2009-06-05,0930,2009-06-05,1350.0,301.0,,,514 LYNNHAVEN DR SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Capitol View Manor,X,33.71559,-84.40457999999998
16398,91571231,2009-06-06,2009-06-06,1400,2009-06-06,1500.0,402.0,,,897 HALL ST SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Oakland City,S,33.73059,-84.42591
16399,91571323,2009-06-06,2009-06-06,1530,2009-06-06,1557.0,305.0,,A,1265 PARK AVE SE,Evening Watch,26,BURGLARY-RESIDENCE,2202,Chosewood Park,Y,33.72021,-84.37074
16400,91571331,2009-06-06,2009-06-05,1800,2009-06-06,1500.0,305.0,,,1406 LAKEWOOD AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,South Atlanta,Y,33.71602,-84.38107999999998
16401,91571740,2009-06-06,2009-06-06,1600,2009-06-06,1905.0,312.0,,,2899 LEVEL RIDGE RD SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Orchard Knob,Z,33.67588,-84.38008
16402,91571807,2009-06-06,2009-06-06,0900,2009-06-06,1600.0,409.0,,,1921 WINDSOR DR SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Southwest,R,33.70378,-84.47352999999998
16403,91571821,2009-06-06,2009-06-06,1920,2009-06-06,1927.0,404.0,,,1806 ALVARADO TER SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Westview,T,33.73436,-84.44712
16404,91572012,2009-06-06,2009-06-06,1800,2009-06-06,2130.0,107.0,,,676 S ELIZABETH PL NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grove Park,J,33.77348,-84.44818999999998
16405,91572114,2009-06-06,2009-06-05,1955,2009-06-06,2335.0,506.0,,2334,370 NORTHSIDE DR NW,Morning Watch,26,BURGLARY-RESIDENCE,2202,English Avenue,L,33.76507,-84.4042
16406,91572320,2009-06-06,2009-06-06,2030,2009-06-06,2325.0,607.0,,1,631 WOODLAND AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,2202A,Ormewood Park,W,33.73717,-84.35057
16407,91570440,2009-06-06,2009-06-06,0421,2009-06-06,421.0,601.0,,,742 PONCE DE LEON PL NE,Morning Watch,24,BURGLARY-NONRES,2203,Virginia Highland,F,33.77477,-84.36408
16408,91570576,2009-06-06,2009-06-06,0600,2009-06-06,602.0,111.0,,,176 FAIRBURN RD NW,Day Watch,3,BURGLARY-NONRES,2203,Adamsville,H,33.76057,-84.50534
16409,91571017,2009-06-06,2009-06-03,2300,2009-06-06,1200.0,413.0,,,4108 FAIRBURN AVE SW,Day Watch,20,BURGLARY-NONRES,2203,Fairburn,P,33.69176,-84.52397999999998
16410,91572175,2009-06-06,2009-06-06,2225,2009-06-06,2230.0,114.0,,,760 BOLTON RD NW,Evening Watch,35,BURGLARY-NONRES,2203,Carroll Heights,H,33.77629,-84.50389
16411,91572290,2009-06-06,2009-06-06,0400,2009-06-06,2318.0,602.0,,,1029 EDGEWOOD AVE NE,Morning Watch,21,BURGLARY-NONRES,2203,Inman Park,N,33.75666,-84.35499
16412,91570001,2009-06-06,2009-06-06,0000,2009-06-06,1.0,407.0,,,4051 ESTER DR SW,Morning Watch,20,BURGLARY-RESIDENCE,2204,Wilson Mill Meadows,H,33.75412,-84.52021
16413,91570902,2009-06-06,2009-06-04,2300,2009-06-04,2330.0,304.0,,,210 FARRINGTON AVE SE,Day Watch,20,BURGLARY-RESIDENCE,2204,Peoplestown,V,33.72709,-84.38096
16414,91571091,2009-06-06,2009-06-06,1324,2009-06-06,1335.0,302.0,,,604 FLETCHER ST SW,Day Watch,20,BURGLARY-RESIDENCE,2204,Pittsburgh,V,33.72545,-84.40725
16415,91572257,2009-06-06,2009-06-06,2100,2009-06-06,2300.0,111.0,APT,O-3,62 HARWELL RD NW,Morning Watch,20,BURGLARY-RESIDENCE,2204,,I,33.7538,-84.49299999999998
16416,91571595,2009-06-06,2009-05-30,1700,2009-06-06,1130.0,208.0,UNIT,14,3541 ROSWELL RD NE,Evening Watch,20,BURGLARY-NONRES,2205,Buckhead Forest,B,33.85199,-84.38281999999998
16417,91580717,2009-06-07,2009-06-06,2000,2009-06-07,945.0,110.0,,105,2265 PERRY BLVD NW,Day Watch,26,BURGLARY-RESIDENCE,2204,Scotts Crossing,G,33.80595,-84.46416
16418,91580962,2009-06-07,2009-06-06,2300,2009-06-07,1306.0,306.0,,C,1088 ASTOR AVE SW,Day Watch,20,BURGLARY-RESIDENCE,2204,Sylvan Hills,X,33.70143,-84.42407
16419,91581042,2009-06-07,2009-06-07,1100,2009-06-07,1400.0,104.0,,,943 BECKWITH ST,Evening Watch,20,BURGLARY-RESIDENCE,2204,Ashview Heights,T,33.75266,-84.41839
16420,91580351,2009-06-07,2009-06-07,0310,2009-06-07,310.0,108.0,,,225 HAMILTON E HOLMES DR NW,Morning Watch,35,BURGLARY-NONRES,2203,Center Hill,J,33.76115,-84.46819999999998
16421,91580830,2009-06-07,2009-06-07,0050,2009-06-07,930.0,309.0,,,2640 METROPOLITAN PKWY SW,Day Watch,5,BURGLARY-NONRES,2203,Perkerson,X,33.68263,-84.40743999999998
16422,91580958,2009-06-07,2009-06-07,1256,2009-06-07,1256.0,104.0,,,1625 MARITN L KING JR DR SW,Evening Watch,11,BURGLARY-NONRES,2203,Mozley Park,K,33.75197,-84.44061
16423,91580087,2009-06-07,2009-06-06,2000,2009-06-07,45.0,113.0,,,1609 JACKSON TRACE CT NW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Lincoln Homes,G,33.79976,-84.47582
16424,91580103,2009-06-07,2009-06-06,1530,2009-06-06,2350.0,402.0,,,1292 BEECHER ST SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Oakland City,S,33.73301,-84.42987999999998
16425,91580189,2009-06-07,2009-06-06,2200,2009-06-07,200.0,310.0,,,2147 BURROUGHS AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,Lakewood,Z,33.69555,-84.37144999999998
16426,91580590,2009-06-07,2009-06-06,2210,2009-06-07,730.0,306.0,,8B,2001 SYLVAN RD SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Sylvan Hills,X,33.69981,-84.4184
16427,91580792,2009-06-07,2009-06-06,2130,2009-06-07,100.0,211.0,,,208 TERRACE DR NE,Day Watch,20,BURGLARY-RESIDENCE,2202,Peachtree Hills,B,33.822,-84.38377
16428,91580871,2009-06-07,2009-06-07,0945,2009-06-07,1130.0,504.0,,,418 MCAFEE ST NW,Day Watch,26,BURGLARY-RESIDENCE,2202,Downtown,M,33.76566,-84.39467999999998
16429,91580908,2009-06-07,2009-06-06,1100,2009-06-07,1200.0,607.0,,,1145 AVONDALE AVE SE,Day Watch,20,BURGLARY-RESIDENCE,2202,Boulevard Heights,W,33.72342,-84.36337
16430,91580972,2009-06-07,2009-06-07,1430,2009-06-07,1445.0,106.0,,F,1097 NEAL PL,Day Watch,26,BURGLARY-RESIDENCE,2202,Bankhead,K,33.76613,-84.42278
16431,91580994,2009-06-07,2009-06-07,1000,2009-06-07,1415.0,407.0,,,645 PLAINVILLE DR SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Wildwood (NPU-H),H,33.74329,-84.52104
16432,91581077,2009-06-07,2009-06-07,0100,2009-06-07,115.0,608.0,,,1334 DEKALB AVE NE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Candler Park,N,33.76152,-84.34389
16433,91581117,2009-06-07,2009-06-05,1600,2009-06-07,1530.0,607.0,,,1298 BENTEEN WAY SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Benteen Park,W,33.72012,-84.3673
16434,91581135,2009-06-07,2009-06-05,1800,2009-06-07,1500.0,109.0,,,932 CENTER HILL AVE NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Almond Park,G,33.78084,-84.46411999999998
16435,91581403,2009-06-07,2009-06-07,1300,2009-06-07,1745.0,405.0,,1305,2640 MARTIN L KING JR DR SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Harland Terrace,I,33.75381,-84.47425
16436,91581521,2009-06-07,2009-06-07,0800,2009-06-07,900.0,410.0,,H-4,2328 CAMPBELLTON RD SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Campbellton Road,R,33.70389,-84.46342
16437,91581566,2009-06-07,2009-06-05,1600,2009-06-07,1925.0,202.0,,,703 MOORES MILL RD NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,West Paces Ferry/Northside,A,33.84329,-84.41097999999998
16438,91581747,2009-06-07,2009-06-07,0930,2009-06-07,2200.0,606.0,,,1123 HAWTHORNE ST NE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Reynoldstown,N,33.75441,-84.35080999999998
16439,91581017,2009-06-07,2009-06-07,1230,2009-06-07,1300.0,310.0,,,2177 SARGENT PL SE,Evening Watch,20,AGG ASSAULT,1315K,Lakewood,Z,33.69505,-84.37693
16440,91581555,2009-06-07,2009-06-07,1900,2009-06-07,1920.0,410.0,,W9,1991 DELOWE DR,Evening Watch,20,AGG ASSAULT,1315K,Campbellton Road,R,33.70103,-84.45746
16441,91580268,2009-06-07,2009-06-07,0200,2009-06-07,220.0,603.0,,7,586 EAST AVE NE,Morning Watch,13,AGG ASSAULT,1315,Old Fourth Ward,M,33.76329,-84.36812
16442,91581123,2009-06-07,2009-06-07,1500,2009-06-07,1500.0,304.0,,,755 HANK AARON DR SW @TURNER FIELD,Evening Watch,11,AGG ASSAULT,1315,Summerhill,V,33.73624,-84.38899999999998
16443,91581612,2009-06-07,2009-06-07,1940,2009-06-07,1950.0,309.0,,,501 CONNELL AVE SW,Evening Watch,99,AGG ASSAULT,1315,Perkerson,X,33.68371,-84.40636999999998
16444,91581864,2009-06-07,2009-06-07,2250,2009-06-07,2259.0,610.0,,,1640 PAXON ST SE,Morning Watch,20,AGG ASSAULT,1315,Kirkwood,O,33.75098,-84.33392
16445,91581921,2009-06-07,2009-06-07,2330,2009-06-07,2345.0,302.0,,A,400 FLETCHER ST SW,Morning Watch,20,AGG ASSAULT,1315,Pittsburgh,V,33.72559,-84.40107
16446,91580923,2009-06-07,2009-06-06,0415,2009-06-06,430.0,306.0,,,2808 LAKEWOOD AVE SW,Day Watch,13,AGG ASSAULT,1314,Sylvan Hills,X,33.69699,-84.41029
16447,91580947,2009-06-07,2009-06-06,2300,2009-06-06,2315.0,108.0,,,1986 JOSEPH E BOONE BLVD NW,Day Watch,20,AGG ASSAULT,1314,Dixie Hills,J,33.76426,-84.45166
16448,91581227,2009-06-07,2009-06-07,1330,2009-06-07,1400.0,313.0,,,795 CONLEY RD SE,Evening Watch,99,AGG ASSAULT,1314,South River Gardens,Z,33.64835,-84.36396999999998
16449,91581531,2009-06-07,2009-06-07,1400,2009-06-07,1400.0,104.0,,,343 JOSEPH E LOWERY,Evening Watch,13,AGG ASSAULT,1314,Atlanta University Center,T,33.74907,-84.41751999999998
16450,91580107,2009-06-07,2009-06-07,0035,2009-06-07,45.0,612.0,,,380 FLAT SHOALS AVE SE,Morning Watch,99,ROBBERY-COMMERCIAL,1201,East Atlanta,W,33.74353,-84.34843999999998
16451,91581005,2009-06-07,2009-06-07,1300,2009-06-07,1330.0,607.0,,,590 MCDONOUGH BLVD SE,Day Watch,21,ROBBERY-COMMERCIAL,1203,Benteen Park,W,33.71396,-84.36825
16452,91580073,2009-06-07,2009-06-07,0020,2009-06-07,25.0,507.0,,,215 PETERS ST,Morning Watch,13,ROBBERY-PEDESTRIAN,1204,Castleberry Hill,M,33.74875,-84.4004
16453,91580169,2009-06-07,2009-06-07,0110,2009-06-07,120.0,408.0,,,CAMPBELLTON RD SW / STANTON RD SW,Morning Watch,13,ROBBERY-PEDESTRIAN,1204,,R,33.71156,-84.4437
16454,91580737,2009-06-07,2009-06-07,0400,2009-06-07,500.0,506.0,,BB-4,820 W MARIETTA ST NW,Unknown,18,ROBBERY-PEDESTRIAN,1204,English Avenue,L,33.78045,-84.41553999999998
16455,91581014,2009-06-07,2009-06-07,1330,2009-06-07,1350.0,413.0,,,FAIRBURN RD SW / CAMPBELLTON RD SW,Day Watch,18,ROBBERY-PEDESTRIAN,1204,,P,33.69062,-84.51144999999998
16456,91581646,2009-06-07,2009-06-07,2014,2009-06-07,2015.0,303.0,,,719 FORMWALT ST SW,Evening Watch,13,ROBBERY-PEDESTRIAN,1204,Mechanicsville,V,33.73528,-84.39609
16457,91581888,2009-06-07,2009-06-07,2320,2009-06-07,2322.0,403.0,,,OAKLAND DR SW / AVON AVE SW,Morning Watch,13,ROBBERY-PEDESTRIAN,1204,Oakland City,S,33.72226,-84.42743
16458,91580138,2009-06-07,2009-06-07,0055,2009-06-07,101.0,308.0,,,900 NEWTOWN CIRCLE,Morning Watch,18,HOMICIDE,0903,Thomasville Heights,Z,33.70837,-84.36006999999998
16459,91580219,2009-06-07,2009-06-07,0144,2009-06-07,144.0,613.0,APT,A-17,1195 WOODLAND AVE NE,Morning Watch,13,HOMICIDE,0911,Lindridge/Martin Manor,F,33.81477,-84.34908
16460,91580569,2009-06-07,2009-06-04,1500,2009-06-07,100.0,211.0,,322,2255 PEACHTREE RD NE,Day Watch,18,AUTO THEFT,2434,,E,33.81563,-84.39092999999998
16461,91581156,2009-06-07,2009-06-07,0100,2009-06-07,600.0,211.0,,LEASN,2591 PIEDMONT RD NE,Morning Watch,18,AUTO THEFT,2434,Lindbergh/Morosgo,B,33.82543,-84.36705999999998
16462,91580463,2009-06-07,2009-06-07,0430,2009-06-07,459.0,405.0,,388,MARTIN L KING JR DR NW / LYNHURST DR SW,Morning Watch,13,ROBBERY-PEDESTRIAN,1206,Harland Terrace,I,33.75148,-84.48809
16463,91581360,2009-06-07,2009-06-07,1530,2009-06-07,1545.0,603.0,,,PECHTREE ST AND NORTH AVE,Evening Watch,13,ROBBERY-PEDESTRIAN,1206,Old Fourth Ward,M,33.77118,-84.37278
16464,91581906,2009-06-07,2009-06-07,2315,2009-06-07,2330.0,412.0,,,3749 CAMPBELLTON RD SW;,Morning Watch,23,ROBBERY-PEDESTRIAN,1206,Ben Hill Acres,P,33.69085,-84.51112
16465,91580094,2009-06-07,2009-06-06,2100,2009-06-07,0.0,104.0,APT,330,373 LEGACY DR SW,Morning Watch,18,AUTO THEFT,2424A,Harris Chiles,T,33.74385,-84.41930999999998
16466,91580432,2009-06-07,2009-06-07,0400,2009-06-07,410.0,305.0,,1711,187 MOURY AVE SW,Morning Watch,13,AUTO THEFT,2424,The Villages at Carver,Y,33.71449,-84.39138
16467,91580559,2009-06-07,2009-06-07,0700,2009-06-07,720.0,301.0,,,1134 SYLVAN RD SW,Day Watch,18,AUTO THEFT,2424,Capitol View,X,33.72301,-84.41710999999998
16468,91580751,2009-06-07,2009-06-07,0100,2009-06-07,1026.0,609.0,,3,1332 LA FRANCE ST NE,Day Watch,18,AUTO THEFT,2424,Edgewood,O,33.7605,-84.34415
16469,91580998,2009-06-07,2009-06-07,0500,2009-06-07,1300.0,506.0,,,370 NORTHSIDE DR NW,Day Watch,26,AUTO THEFT,2424,English Avenue,L,33.76527,-84.40497999999998
16470,91581052,2009-06-07,2009-06-07,1100,2009-06-07,1416.0,303.0,,,606 PRYOR ST SW,Evening Watch,18,AUTO THEFT,2424A,Mechanicsville,V,33.73819,-84.39421
16471,91581445,2009-06-07,2009-06-07,1600,2009-06-07,1800.0,507.0,,,215 PETERS ST SW,Evening Watch,13,AUTO THEFT,2424,Castleberry Hill,M,33.74875,-84.4004
16472,91581706,2009-06-07,2009-06-07,2100,2009-06-07,2330.0,307.0,,,1800 JONESBORO RD SE,Morning Watch,18,AUTO THEFT,2424A,Lakewood Heights,Y,33.70484,-84.37766999999998
16473,91581761,2009-06-07,2009-06-07,2000,2009-06-07,2137.0,505.0,,,754 PEACHTREE ST NE,Evening Watch,18,AUTO THEFT,2424A,Midtown,E,33.77535,-84.38514999999998
16474,91581834,2009-06-07,2009-06-07,2201,2009-06-07,2220.0,311.0,,709,2745 OLD HAPEVILLE RD SW,Evening Watch,18,AUTO THEFT,2424,Glenrose Heights,Z,33.67992,-84.39347999999998
16475,91581873,2009-06-07,2009-06-07,1830,2009-06-07,2308.0,612.0,,,393 PATTERSON AVE SE,Evening Watch,13,AUTO THEFT,2424,East Atlanta,W,33.74298,-84.34313
16476,91580459,2009-06-07,2009-06-06,1830,2009-06-07,454.0,311.0,,205,2745 OLD HAPEVILLE RD SW,Morning Watch,26,AUTO THEFT,2404A,Glenrose Heights,Z,33.67992,-84.39347999999998
16477,91580460,2009-06-07,2009-06-07,0450,2009-06-07,450.0,102.0,,305,813 MAGNOLIA WAY NW,Morning Watch,18,AUTO THEFT,2404,Vine City,L,33.75823,-84.41415999999998
16478,91580593,2009-06-07,2009-06-07,0300,2009-06-07,700.0,312.0,,3211,183 MOUNT ZION RD SE,Day Watch,18,AUTO THEFT,2404,Glenrose Heights,Z,33.67268,-84.38507
16479,91580596,2009-06-07,2009-06-06,1000,2009-06-07,815.0,110.0,,P4,1033 HOLLYWOOD RD NW,Day Watch,26,AUTO THEFT,2404,Almond Park,G,33.78308,-84.45882
16480,91580951,2009-06-07,2009-06-07,1045,2009-06-07,1258.0,401.0,,,13,Day Watch,18,AUTO THEFT,2404,West End,T,33.73931,-84.43125
16481,91581373,2009-06-07,2009-06-07,1500,2009-06-07,1732.0,508.0,,,CENTENNIAL OLYMPIC P DR NW / LUCKIE ST NW,Evening Watch,13,AUTO THEFT,2404,Downtown,M,33.75916,-84.39208
16482,91581559,2009-06-07,2009-06-07,1700,2009-06-07,1800.0,604.0,,,626 DEKALB AVE SE,Evening Watch,20,AUTO THEFT,2404,Old Fourth Ward,M,33.75283,-84.36687
16483,91581879,2009-06-07,2009-06-05,1230,2009-06-07,1100.0,309.0,,,I85 SOUTH@LAKEWOOD,Morning Watch,13,AUTO THEFT,2404,Perkerson,X,33.69691,-84.40513
16484,91580435,2009-06-07,2009-06-07,0400,2009-06-07,433.0,508.0,,,34 IVAN ALLEN JR BLVD,Morning Watch,18,LARCENY-NON VEHICLE,2399,Downtown,M,33.76444,-84.3884
16485,91580953,2009-06-07,2009-06-03,2200,2009-06-03,2200.0,113.0,,,DONALD LEE HOLLOWELL PKWY NW / I-285 NB EXPY NW,Unknown,99,LARCENY-NON VEHICLE,2399,Collier Heights,I,33.78681,-84.49295999999998
16486,91581530,2009-06-07,2009-06-04,1200,2009-06-07,1300.0,201.0,,5406,1401 W PACES FERRY RD NW,Evening Watch,26,LARCENY-NON VEHICLE,2399,Paces,A,33.84869,-84.43182
16487,91581665,2009-06-07,2009-06-07,1500,2009-06-07,1630.0,405.0,,,320 KELSO DR SW,Evening Watch,20,LARCENY-NON VEHICLE,2399,Florida Heights,I,33.74696,-84.46881
16488,91581754,2009-06-07,2009-06-07,2100,2009-06-07,2130.0,607.0,,,1316 BOULEVARD SE,Evening Watch,18,ROBBERY-PEDESTRIAN,1299G,Benteen Park,W,33.71877,-84.36807
16489,91580846,2009-06-07,2009-06-05,1100,2009-06-07,1100.0,105.0,,,286 BURBANK DR NW,Day Watch,20,LARCENY-NON VEHICLE,2308,Hunter Hills,K,33.76291,-84.42955999999998
16490,91581412,2009-06-07,2009-06-06,1800,2009-06-07,1853.0,505.0,,A135,817 W PEACHTREE ST NE,Evening Watch,5,LARCENY-NON VEHICLE,2308,Midtown,E,33.77692,-84.38719
16491,91581479,2009-06-07,2009-06-07,1825,2009-06-07,1830.0,611.0,,,2315 GLENWOOD AVE SE,Evening Watch,23,LARCENY-NON VEHICLE,2308,East Lake,O,33.73984,-84.31149
16492,91580038,2009-06-07,2009-06-07,0055,2009-06-07,58.0,111.0,,K-10,62 HARWELL RD,Morning Watch,26,LARCENY-FROM VEHICLE,2304,,I,33.7538,-84.49299999999998
16493,91580299,2009-06-07,2009-06-07,0145,2009-06-07,230.0,505.0,,,W PEACHTREE ST NE / PONCE DE LEON AVE NE,Morning Watch,13,LARCENY-FROM VEHICLE,2304,Midtown,E,33.77229,-84.38735
16494,91580686,2009-06-07,2009-06-06,2300,2009-06-07,800.0,113.0,,212,2591 ETHERIDGE DR NW,Day Watch,26,LARCENY-FROM VEHICLE,2304,Carey Park,G,33.7881,-84.47292
16495,91580849,2009-06-07,2009-06-06,1900,2009-06-06,2300.0,304.0,,,97 GEORGIA AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,2304,Summerhill,V,33.73651,-84.38460999999998
16496,91580965,2009-06-07,2009-06-06,1830,2009-06-07,1300.0,613.0,,,1132 MORNINGSIDE PL NE,Unknown,18,LARCENY-FROM VEHICLE,2304,Morningside/Lenox Park,F,33.80632,-84.35335
16497,91580989,2009-06-07,2009-06-07,1045,2009-06-07,1258.0,401.0,,,1325 RALPH D ABERNATHY BLVD SW,Day Watch,18,LARCENY-FROM VEHICLE,2304,West End,T,33.73931,-84.43125
16498,91581035,2009-06-07,2009-06-07,1130,2009-06-07,1330.0,408.0,,,1955 CAMPBELLTON RD SW,Evening Watch,18,LARCENY-FROM VEHICLE,2304,Venetian Hills,S,33.70864,-84.45303
16499,91581154,2009-06-07,2009-06-07,1300,2009-06-07,1530.0,403.0,,,1120 OAKLAND DR SW,Evening Watch,20,LARCENY-FROM VEHICLE,2304,Oakland City,S,33.72442,-84.42713
16500,91581269,2009-06-07,2009-06-07,1300,2009-06-07,1630.0,414.0,,500,3755 CARMIA DR SW,Evening Watch,18,LARCENY-FROM VEHICLE,2304,Princeton Lakes,P,33.65686,-84.50982
16501,91580776,2009-06-07,2009-06-07,1040,2009-06-07,1050.0,412.0,,,3721 CAMPBELLTON RD SW,Day Watch,8,LARCENY-NON VEHICLE,2302,Ben Hill Acres,P,33.69136,-84.51036999999998
16502,91581080,2009-06-07,2009-06-07,1445,2009-06-07,1445.0,208.0,,,3336 PEACHTREE RD NE,Day Watch,4,LARCENY-NON VEHICLE,2302,North Buckhead,B,33.84629,-84.36842
16503,91581146,2009-06-07,2009-06-07,0200,2009-06-07,200.0,106.0,,,425 CHAPPELL RD,Evening Watch,26,LARCENY-NON VEHICLE,2302,Bankhead,K,33.76729,-84.43103999999998
16504,91581161,2009-06-07,2009-06-07,0045,2009-06-07,115.0,404.0,,,597 CASCADE AVE SW,Evening Watch,12,LARCENY-NON VEHICLE,2302,Westview,T,33.73871,-84.43425
16505,91581574,2009-06-07,2009-06-07,1925,2009-06-07,1925.0,512.0,,,232 FORSYTH ST SW,Evening Watch,18,LARCENY-NON VEHICLE,2302,Downtown,M,33.74852,-84.39636
16506,91581643,2009-06-07,2009-06-07,2000,2009-06-07,2014.0,313.0,,,795 CONLEY RD SE,Evening Watch,99,BURGLARY-NONRES,2203A,South River Gardens,Z,33.64835,-84.36396999999998
16507,91580167,2009-06-07,2009-06-07,0114,2009-06-07,114.0,603.0,,,689 BOULEVARD NE,Morning Watch,23,LARCENY-NON VEHICLE,2303,Old Fourth Ward,M,33.77351,-84.37049
16508,91580652,2009-06-07,2009-06-07,0913,2009-06-07,920.0,106.0,,,1400 DONALD LEE HOLLOWELL PKWY,Day Watch,6,LARCENY-NON VEHICLE,2303,Bankhead,K,33.77125,-84.43358999999998
16509,91580959,2009-06-07,2009-06-07,1303,2009-06-07,1303.0,609.0,,,1210 CAROLINE ST NE,Day Watch,5,LARCENY-NON VEHICLE,2303,Edgewood,O,33.75938,-84.34863
16510,91581004,2009-06-07,2009-06-07,1330,2009-06-07,1337.0,414.0,,200,3730 CARMIA DR SW;,Day Watch,12,LARCENY-NON VEHICLE,2303,Princeton Lakes,P,33.6552,-84.51009
16511,91581090,2009-06-07,2009-06-07,1455,2009-06-07,1530.0,204.0,APT,100,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80448,-84.41348
16512,91581274,2009-06-07,2009-06-07,1600,2009-06-07,1640.0,204.0,,,1801 HOWELL MILL RD NE,Evening Watch,8,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80448,-84.41348
16513,91580140,2009-06-07,2009-06-06,2100,2009-06-07,100.0,609.0,,,206 ROGERS ST NE,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Kirkwood,O,33.75908,-84.32958
16514,91580177,2009-06-07,2009-06-06,2300,2009-06-07,130.0,208.0,,,3340 PEACHTREE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,North Buckhead,B,33.84743,-84.37089
16515,91580312,2009-06-07,2009-06-07,0000,2009-06-07,130.0,604.0,,1441,626 DEKALB AVE SE,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Old Fourth Ward,M,33.75283,-84.36687
16516,91580378,2009-06-07,2009-06-06,2200,2009-06-07,330.0,512.0,,,MARTIN L KING JR DR SW / PRYOR ST SW,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.7514,-84.39098
16517,91580445,2009-06-07,2009-06-07,0000,2009-06-07,430.0,610.0,,,1843 HOSEA L WILLIAMS DR SE,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Kirkwood,O,33.75307,-84.32723
